metabolite,importance
299,0.02990868217841902
246,0.025162961927667808
216,0.02173732376618625
240,0.021322362529259085
239,0.020657912105280528
320,0.019602810260704994
115,0.018901110666815255
65,0.017911376348876348
229,0.017347037741774582
145,0.01697261579614521
153,0.01604225936462779
265,0.015711398211398213
235,0.015511864338265019
118,0.014018492176386912
5,0.013965958358540026
62,0.013929986956302747
167,0.013904316404316401
6,0.013502054686265214
211,0.013255592202960624
163,0.012990792990792994
34,0.012841117216117217
8,0.01280317911896859
174,0.012702252702252705
45,0.012625313283208019
273,0.01218265257738942
4,0.01191983336720179
224,0.011682011682011682
125,0.011576062826062827
1,0.011277319643194006
132,0.011132872503840246
292,0.010672788172788172
256,0.010517188675083413
96,0.01032372598162072
40,0.010053697241197241
116,0.01
213,0.009774114774114774
155,0.009768170426065164
326,0.00974564790354264
237,0.009738054814455494
243,0.008973908973908973
19,0.00885547201336675
212,0.008628229878229875
122,0.008528276175335
104,0.008330213330213332
290,0.008258145363408522
220,0.007963659147869673
17,0.007807386112339672
26,0.007783824548530429
205,0.007777777777777779
332,0.007550737550737553
53,0.007524279448621555
77,0.007426900584795322
195,0.007353349590191698
337,0.007155067155067154
169,0.007149122807017543
89,0.007024938472306894
151,0.0070170454545454555
250,0.00694078947368421
126,0.006829573934837092
271,0.006765202702702703
127,0.006666666666666667
141,0.0066468253968253975
134,0.006634986634986635
190,0.006471306471306471
108,0.006234876234876238
309,0.006234876234876237
94,0.00604890604890605
44,0.005824175824175825
184,0.005796078032920138
219,0.005689655172413793
297,0.005625
200,0.005515202702702703
285,0.005480480480480481
189,0.005480480480480481
233,0.005454444935869084
146,0.005407381065275802
255,0.005380277617119724
323,0.005277777777777779
203,0.005052218210112947
196,0.004893162393162393
232,0.0047979797979797985
29,0.004761904761904762
192,0.004761904761904762
157,0.004639639639639638
325,0.004607464607464608
322,0.004517869517869516
21,0.004464526701368805
144,0.004451161688003793
261,0.0044444444444444444
251,0.0044444444444444444
38,0.004297924297924298
311,0.004200244200244199
164,0.004163851351351351
221,0.0041025641025641026
260,0.004057017543859649
100,0.003879731379731379
79,0.0038223938223938218
238,0.0037280701754385964
147,0.0036830859199280253
48,0.0036141636141636146
154,0.0034749034749034765
197,0.0034749034749034765
135,0.0034442724458204343
133,0.0034065934065934072
257,0.0032205513784461155
24,0.003179989944695827
254,0.0031015037593984957
339,0.0028125
193,0.002777777777777778
102,0.002777777777777778
281,0.002777777777777778
106,0.0027402402402402406
131,0.0027027027027027024
236,0.0025225225225225228
202,0.0025
11,0.00249084249084249
245,0.00249084249084249
223,0.002477477477477477
63,0.0020270270270270267
177,0.0020270270270270267
142,0.00202020202020202
225,0.0019047619047619048
333,0.0017094017094017092
2,0.0017094017094017092
139,0.0015625
181,0.0013888888888888892
20,0.0013513513513513514
105,0.0013513513513513514
209,0.0013513513513513514
186,0.0013157894736842105
87,0.0013157894736842105
66,0
244,0
64,0
61,0
60,0
85,0
338,0
52,0
204,0
307,0
114,0
279,0
274,0
272,0
140,0
263,0
156,0
168,0
191,0
248,0
180,0
